node_1|node_2|edge|chunk_id|count
beta blockers|thiazides|mentioned in the same sentence|8657b622efd045b090448634e77f2d83|4
isotretinoin|cyclosporine|mentioned in the same sentence|8657b622efd045b090448634e77f2d83|4
antiretroviral drugs|psychotropic drugs|mentioned in the same sentence|8657b622efd045b090448634e77f2d83|4
goal|statin|Select a statin that can achieve this reduction.|c9673cee378c44f781f15d1d05943593|4
dose titration|target values of LDL C|The dose titration of the drug is required to reach the target values of LDL C|c9673cee378c44f781f15d1d05943593|4
treatment response|statins|the response to the treatment of statins is different.|c9673cee378c44f781f15d1d05943593|4
combination of drugs|LDL target value|Consider introducing a combination of drugs if the statins do not reach the LDL target value.|c9673cee378c44f781f15d1d05943593|4
patient's condition|pharmacological treatment|Take into account the clinical condition of the pa-tient|c9673cee378c44f781f15d1d05943593|4
drug interactions|patient|possible drug interactions that the patient is taking|c9673cee378c44f781f15d1d05943593|4
statin intolerance|pharmacological treatment|statin intolerance.|c9673cee378c44f781f15d1d05943593|4
recommendations for pharmacological treatment|hypercholesterolemia|treatment of|fab1a3c2c27e441bad76001cc5699b23|4
statin|patient tolerates|to achieve the target values of LDL C|fab1a3c2c27e441bad76001cc5699b23|4
ionic exchangers|non toleration|administer in case|fab1a3c2c27e441bad76001cc5699b23|4
nicotinic acid|non toleration|administer in case|fab1a3c2c27e441bad76001cc5699b23|4
cholesterol absorption inhibitors|if target values of LDL C not reached|consider in combination with ion exchangers or nicotinic acid|fab1a3c2c27e441bad76001cc5699b23|4
statin|combination|consider if target values of LDL C not reached|fab1a3c2c27e441bad76001cc5699b23|4
cholesterol|statin|in combination with|ebb76dac985843768e4e14242a6e7bbe|4
reduction of LDL cholesterol|CV mortality and nonfatal myocardial infarction|leads to|ebb76dac985843768e4e14242a6e7bbe|4
Hypertriglyceridemia|high total CV risk|in the case of patients with|ebb76dac985843768e4e14242a6e7bbe|4
TG >2.3 mmol/l|cannot be reduced by changing lifestyle|which cannot be|ebb76dac985843768e4e14242a6e7bbe|4
fibrate, nia-cin, niacin + laropiprant, omega 3 fatty acid, statin + nicotinic acid|should be given|the following medications should be|ebb76dac985843768e4e14242a6e7bbe|4
omega 3 fatty acid|statin|combination|329a827e19924d3c9b34c639a890adc9|4
statin|nico-tinic acid|combination|329a827e19924d3c9b34c639a890adc9|4
omega 3 fatty acids|fibrate|combination|329a827e19924d3c9b34c639a890adc9|4
low HDL cholesterol|CVD risk|association|329a827e19924d3c9b34c639a890adc9|4
physical activities|healthy habits|increase HDL cholesterol|329a827e19924d3c9b34c639a890adc9|4
mixed dyslipidemia|therapy combination|important to combine therapy|329a827e19924d3c9b34c639a890adc9|4
familial hypercholesterolemia|high doses of statin|should receive|329a827e19924d3c9b34c639a890adc9|4
Statin|Ezetimibe|are often used in combination|110bc4fe8f0442ae8dd3696a0f27d34c|4
Elderly people|Proven CVD|should receive high doses of statin|110bc4fe8f0442ae8dd3696a0f27d34c|4
Diabetics|CVD risk factors or target organ damage|LDL C should have < 2.6 mmol/l|110bc4fe8f0442ae8dd3696a0f27d34c|4
Patients with acute coronary syndrome|Percutaneous coronary intervention|are preparing for percutaneous coronary intervention|110bc4fe8f0442ae8dd3696a0f27d34c|4
coronary intervention|severe renal disease|are mentioned together in the context|d7c1e1b3b9b2404b8ff64bb6535bc0a8|4
coronary intervention|peripheral arterial disease|are mentioned together in the context|d7c1e1b3b9b2404b8ff64bb6535bc0a8|4
severe renal disease|peripheral arterial disease|are mentioned together in the context|d7c1e1b3b9b2404b8ff64bb6535bc0a8|4
diabetes mellitus|type 2 diabetes mellitus (T2DM)|synonymous terms|d7c1e1b3b9b2404b8ff64bb6535bc0a8|4
diabetes mellitus|CVD|are related through the context|d7c1e1b3b9b2404b8ff64bb6535bc0a8|4
World Health Organization|American Diabetes Society|both organizations classify diabetes mellitus types|08fae885ef264a208f65359c4bf8c687|4
Frančula-Zaninović and Nola|Current Cardiology Reviews|authors of the article published in Current Cardiology Reviews|08fae885ef264a208f65359c4bf8c687|4
ESC guidelines|World Health Organization|WHO set diagnostic criteria for ESC guidelines|08fae885ef264a208f65359c4bf8c687|4
American Diabetes Association|diagnostic criteria|designated by the ADA in diagnosing diabetes mellitus types|08fae885ef264a208f65359c4bf8c687|4
HbA1c|Diabetes mellitus|is a diagnostic criteria|bee368f5ceb448a58ac0ded4cfeea051|4
WHO|ADA|used as reference|bee368f5ceb448a58ac0ded4cfeea051|4
Glucose intolerance|GI|is a diagnostic criteria|bee368f5ceb448a58ac0ded4cfeea051|4
GUK starving|glucose after 2h of a meal|used as diagnostic criteria for GI and Glucose maturation disorder|bee368f5ceb448a58ac0ded4cfeea051|4
5.6 -6.9mmol/l|glucose after 2h of the meal <7.8mmol/l|standards for blood glucose levels in Diabetes Management|050784499b934a39bfd1a2718266fba3|4
ADA|criterion|reference used to define the criterion|050784499b934a39bfd1a2718266fba3|4
GI cases|modify lifestyle habits|prevention measures in GI cases|050784499b934a39bfd1a2718266fba3|4
DM|high risk|situation of people with DM|050784499b934a39bfd1a2718266fba3|4
SCORE table|People with DM do not evaluate their risk|people's lack of evaluation of their risk|050784499b934a39bfd1a2718266fba3|4
European Guidelines for Diabetes (ESC/EASD)|establish|providing recommendations|050784499b934a39bfd1a2718266fba3|4
Patient centres|Healthy living habits|support|dd3fd872a6c1463883b4f0f5e6822ef1|4
Patient centres|Dis-ease management and treatment|support|dd3fd872a6c1463883b4f0f5e6822ef1|4
Multidisciplinary approach|Patient centres|supported by|dd3fd872a6c1463883b4f0f5e6822ef1|4
ESC/EASD|Guidelines on diabetes in order to prevent CVD|give recommendations based on|dd3fd872a6c1463883b4f0f5e6822ef1|4
HbA1c target|Recommendations|part of|dd3fd872a6c1463883b4f0f5e6822ef1|4
Statins therapy|Recommendations|part of|dd3fd872a6c1463883b4f0f5e6822ef1|4
Avoid hypoglycemia|Recommendations|part of|dd3fd872a6c1463883b4f0f5e6822ef1|4
Avoid hypoglycemia|Increase body weight|Reason to avoid hypoglycemia and increase body weight|c4fdd27fab41424c87dc17f590319cb5|4
Metformin|First line of DM treatment|First-line therapy for diabetic patients|c4fdd27fab41424c87dc17f590319cb5|4
<6.5% HbA1c|Reduce microvascular events|Target to reduce the risk of microvascular events in DM patients|c4fdd27fab41424c87dc17f590319cb5|4
<140/85mmHg|Target BP|Blood pressure target for diabetic patients|c4fdd27fab41424c87dc17f590319cb5|4
<2.5mmol/l|LDL target|Cholesterol target in high-risk LDL patients|c4fdd27fab41424c87dc17f590319cb5|4
Intensive treatment of hypertriglyceridemia|Reduce CVD risk|Treatment for reducing cardiovascular disease risk in DM patients|c4fdd27fab41424c87dc17f590319cb5|4
AH treatment|Reduce CVD risk|Aggressive lipid-lowering therapy reduces the risk of cardiovascular diseases|c4fdd27fab41424c87dc17f590319cb5|4
Intensive AH treatment|CVD risk|reduces|8fb20871452e4b609ac907d5aa37eda1|4
more antihypertensive drugs|achieve the target BP|in therapy|8fb20871452e4b609ac907d5aa37eda1|4
each risky CVD factor in diabetes|target BP|should be treated according to|8fb20871452e4b609ac907d5aa37eda1|4
low socioeconomic status|risk of high risk for the disease|increase|8fb20871452e4b609ac907d5aa37eda1|4
lack of social support|high risk for the disease|increase|8fb20871452e4b609ac907d5aa37eda1|4
stress|risk of high risk for the disease|increase|8fb20871452e4b609ac907d5aa37eda1|4
depression|risk of high risk for the disease|increase|8fb20871452e4b609ac907d5aa37eda1|4
anxiety|risk of high risk for the disease|increase|8fb20871452e4b609ac907d5aa37eda1|4
type D personality|risk of high risk for the disease|increase|8fb20871452e4b609ac907d5aa37eda1|4
psychosocial factors|difficult treatment|make|8fb20871452e4b609ac907d5aa37eda1|4
Low socioeconomic status|Low level of education|includes|bccad3066d084ce2b0a98fb5c9617b8e|4
Low socioeconomic status|low financial income|includes|bccad3066d084ce2b0a98fb5c9617b8e|4
Low socioeconomic status|low level of business status|includes|bccad3066d084ce2b0a98fb5c9617b8e|4
Low socioeconomic status|poor living environment|leads to|bccad3066d084ce2b0a98fb5c9617b8e|4
Social isolation and low social support|people who live isolated from society|affects|bccad3066d084ce2b0a98fb5c9617b8e|4
Social isolation and low social support|increased risk of premature deaths|results in|bccad3066d084ce2b0a98fb5c9617b8e|4
Social isolation and low social support|low social support|affects|bccad3066d084ce2b0a98fb5c9617b8e|4
increased risk of premature deaths|a weaker prognosis of CVD|cause and effect relationship|1abbde54648d4564a51a62d5baea576d|4
work or family stress|increases the risk of CVD|cause and effect relationship|1abbde54648d4564a51a62d5baea576d|4
depression|increases the incidence of CVD and exacerbates the prognosis of the disease|cause and effect relationship|1abbde54648d4564a51a62d5baea576d|4
anxiety|increases the risk of CVD|cause and effect relationship|1abbde54648d4564a51a62d5baea576d|4
D type of distress|those with negative affectivity, social inhibition - has a poorer prognosis of CVD|cause and effect relationship|1abbde54648d4564a51a62d5baea576d|4
poor psychosocial factors|higher incidence of smoking|are often associated with|576c1616199a41c59ce7f984e21d4fc5|4
poor psychosocial factors|poor eating habits|are often associated with|576c1616199a41c59ce7f984e21d4fc5|4
poor psychosocial factors|decreased physical activity|are often associated with|576c1616199a41c59ce7f984e21d4fc5|4
poor psychosocial factors|greater risk of CVD|are associated with|576c1616199a41c59ce7f984e21d4fc5|4
such patients|more difficult to accept medical advice and treatment|they are more difficult to define the relationship.|576c1616199a41c59ce7f984e21d4fc5|4
psychosocial risk factors|interviews or questionnaires|should assess|576c1616199a41c59ce7f984e21d4fc5|4
psychosocial risk factors|interview|A doctor should do the interview to assess psychosocial risk factors|2e740c01b5664ccf981b0e0f519a4623|4
psychosocial risk factors|healthy living habits|Psychosocial interventions are needed to remove stress, depression, anxiety and adopt healthy living habits|2e740c01b5664ccf981b0e0f519a4623|4
ESC guidelines|management of psychosocial factors|The ESC guidelines provide recommendations for the management of psychosocial factors|2e740c01b5664ccf981b0e0f519a4623|4
multimodal behavioural interventions|health education|- Multimodal behavioural interventions, health educa-tion are recommended in the ESC guidelines|2e740c01b5664ccf981b0e0f519a4623|4
physical activity|psychological therapy|- Physical activity is recommended alongside psychological therapy when needed in the ESC guidelines|2e740c01b5664ccf981b0e0f519a4623|4
clinical symptoms of depression|anxiety|In the case of clinical symptoms of depression, anxiety|2e740c01b5664ccf981b0e0f519a4623|4
clinical symptoms of depression, anxiety|psychotherapy and pharmacotherapy|should be applied to|a47689271cde4f27991ef0a9fb9a037f|4
psychological interventions|stress|reduce|a47689271cde4f27991ef0a9fb9a037f|4
psychological interventions|healthy habits|promote|a47689271cde4f27991ef0a9fb9a037f|4
psychological interventions|CVD prevention and treatment|affect|a47689271cde4f27991ef0a9fb9a037f|4
CVD prevention|CVD treatment|Both are related to preventing and treating Cardiovascular Disease|c996328ed58141d1b3452c48bb68fecd|4
CVD prevention|mortality|High mortality is a concern in the context of CVD prevention|c996328ed58141d1b3452c48bb68fecd|4
CVD prevention|Cardiology practice|CVD prevention is a concern in cardiology practice|c996328ed58141d1b3452c48bb68fecd|4
Cardiovascular Disease (CVD) Prevention|Health Care Professionals|need information about patients and their lifestyle to improve|94a91678c8d247e3a875ab8a6aaaf69f|4
Public Health|All health care professionals|should be involved in CVD prevention|94a91678c8d247e3a875ab8a6aaaf69f|4
CVD Prevention|Family Physicians|should start, coordinate and permanently monitor|94a91678c8d247e3a875ab8a6aaaf69f|4
CVD prevention|patient's|start, coordinate and permanently monitor|f666ab149e394f49a8622da34e80c850|4
CVD|patients with high|many patients remain undiagnosed, many have not achieved the target values of their risk factors, first manifestation of CVD is sudden death|f666ab149e394f49a8622da34e80c850|4
CVD prevention|established CVD|among patients with already established CVD, many have not achieved the target values of their risk factors|f666ab149e394f49a8622da34e80c850|4
lack of recognition|patients with high and very high risk|no adequate preventive measures or therapies are implemented|ad245ce7d36647338ad96c233b8307b0|4
development of complications|illness|endangered by the development of complications of illness|ad245ce7d36647338ad96c233b8307b0|4
fatal CVD outcomes|patients with high and very high risk|are endangered by the development of complications of illness or fatal CVD outcomes|ad245ce7d36647338ad96c233b8307b0|4
Europe|from 1995 to 2014|In Europe, from 1995 to 2014|ad245ce7d36647338ad96c233b8307b0|4
4 clinical studies|EU-ROSPIRE I-IV (including the Republic of Croatia)|conducted in Europe from 1995 to 2014|ad245ce7d36647338ad96c233b8307b0|4
ESC guidelines for CVD prevention|target not achieved|They have shown that at the level of Europe they do not achieve the target|ad245ce7d36647338ad96c233b8307b0|4
CVD prevention guidelines|GPs in Europe|compliance|18ab561b17df470f90ea43b34194183c|4
EU-ROSPIRE III study|Compliance of GPs|According to the study, only 36-57% of GPs in Europe comply with the CVD prevention guidelines|18ab561b17df470f90ea43b34194183c|4
Assess overall risk of patients|GPs in Europe|less than 50% of them assess|18ab561b17df470f90ea43b34194183c|4
SCORE table to estimate CVD risk|62% do not use it, rely on a subjective assessment|do not use it, but rely on a subjective assessment|18ab561b17df470f90ea43b34194183c|4
Subjective assessment|SCORE table to estimate CVD risk|instead of using the SCORE table, they rely on a subjective assessment|18ab561b17df470f90ea43b34194183c|4
Government policies|Reasons for not using the SCORE table in daily practice|There are several reasons: government policies|18ab561b17df470f90ea43b34194183c|4
government policies|local community polices|are both mentioned as reasons for the issue|a3405e177a96487eb2d71627539054fa|4
lack of time in work with a patient|over-burdening physicians, insufficient number of cardiologists|are the main causes that result in this problem|a3405e177a96487eb2d71627539054fa|4
SCORE table not implemented|through information technology|due to its absence from the IT system|a3405e177a96487eb2d71627539054fa|4
CVD risk assessment|prevention measures need to be more intense|are closely related as a part of CVD prevention process|a3405e177a96487eb2d71627539054fa|4
clinicians|quick CVD assessment|are important for this process|a3405e177a96487eb2d71627539054fa|4
CVD risk assessment|especially important in the quick CVD assessment|for its crucial role in this part of the procedure|a3405e177a96487eb2d71627539054fa|4
unrecognized CVD|CVD prevention|Identification of patients with unrecognized CVD is important for CVD prevention|42ead2f93d1f4894aaa8b479ddc3503f|4
estimated risk of CVD|risk assessment of CVD|Risk assessment should be repeated every 5 years for persons without proven CVD.|42ead2f93d1f4894aaa8b479ddc3503f|4
cardiologists in outpatient practice|family medicine practitioners and general internists|Cardiologists have an important role in CVD prevention as consultants of family medicine practitioners and general internists.|42ead2f93d1f4894aaa8b479ddc3503f|4
cardiovas-cular|medical evaluation|Cardiologists should do medical evaluation of cardiovas-cular|42ead2f93d1f4894aaa8b479ddc3503f|4
cardiovas-cular patients|medical evaluation|should do|b12add2060cd4dc481753c7f3279e4ac|4
cardiologist|evaluate the risk of CVD|will evaluate|b12add2060cd4dc481753c7f3279e4ac|4
CVD capacity (non-invasive, invasive)|cardiologist|estimate|b12add2060cd4dc481753c7f3279e4ac|4
echocardiographic and Doppler artery estimation|cardiologist|provides a detailed evaluation|b12add2060cd4dc481753c7f3279e4ac|4
CVD risk factors|GPs and general internists|should identify|b12add2060cd4dc481753c7f3279e4ac|4
healthy lifestyle habits|counseling|about|b12add2060cd4dc481753c7f3279e4ac|4
GPs and general internists|domain of|should be in the domain|b12add2060cd4dc481753c7f3279e4ac|4
cardiologist|GPs and general internists|is a counselor for|4256e862d6dd44c99fef14f83530e125|4
cardiologist|cases where doubts remain about the need for introducing therapy with preventative measures or there are various contraindications and/or complications.|is involved in|4256e862d6dd44c99fef14f83530e125|4
cardiologist|secondary and tertiary CVD prevention|always involved in|4256e862d6dd44c99fef14f83530e125|4
successful management of measurable variable risk factors for cardiovascular disease development|recognizing individual risk factors, monitoring them, and assisting in changes|will include|4256e862d6dd44c99fef14f83530e125|4
risk factors|patient's health|affect|4c20221a11fd400786ccd36bc5a9df20|4
monitoring and assistance|life-style habits|change|4c20221a11fd400786ccd36bc5a9df20|4
correction|risk factors|if|4c20221a11fd400786ccd36bc5a9df20|4
preventing cardiovascular disease development|success|expected to be the most|4c20221a11fd400786ccd36bc5a9df20|4
psychosocial support|adequate psychosocial support|in-dispensable|5423dfa2143a4089a99d88eb17b200e9|4
future stress|misunderstanding|greatly reduce the results of preventive actions|5423dfa2143a4089a99d88eb17b200e9|4
patient inadequacy|patient inadequacy|greatly reduce the results of preventive actions|5423dfa2143a4089a99d88eb17b200e9|4
multidisciplinary team of experts|entire community|contribute to improving the lifestyle of individuals and the entire community|5423dfa2143a4089a99d88eb17b200e9|4
governmental organizations|non-governmental organizations|support of governmental and non-governmental organizations|5423dfa2143a4089a99d88eb17b200e9|4
health care professionals|CVD prevention|need the simplest and most practicable guidelines|5ce8649b3abc4a87a1caa76c96cb2f72|4
health care professionals|national, cultural and socioeconomic aspects|in accordance with the national, cultural and so-cioeconomic aspects of their country of work|5ce8649b3abc4a87a1caa76c96cb2f72|4
CVD prevention|national, cultural and socioeconomic aspects|in accordance with the national, cultural and so-cioeconomic aspects of their country of work|5ce8649b3abc4a87a1caa76c96cb2f72|4
CDC|Million Hearts|Organization and initiative working together for a common goal|23b49d7bb70d4ca29d3c2897b70d113e|4
Prevalence|Cardiovascular Disease Risk Factors|Terms related to the main topic of discussion in this context|23b49d7bb70d4ca29d3c2897b70d113e|4
United States|CDC|Location and organization are connected through their work on US health issues|23b49d7bb70d4ca29d3c2897b70d113e|4
Morbidity and Mortality Weekly Report MMWR September 13, 2011, Vol. 60|Million Hearts|Both are mentioned in the same sentence, so they're related.|23b49d7bb70d4ca29d3c2897b70d113e|4
Kralj V|Brkić Biloš I|Authors of a study on morbidity and mortality from cardiovascular diseases|23b49d7bb70d4ca29d3c2897b70d113e|4
Heart Disease|Textbook of cardiovascular medicine|is a topic within|8d82832bf60f40008895bb9e0c52e240|4
Cardiovascular medicine|W.B. Saunders Company|published by|8d82832bf60f40008895bb9e0c52e240|4
Heart Disease|Philadelphia|is located in|8d82832bf60f40008895bb9e0c52e240|4
J 1991; 121: 293-8.|[6]|cite|0f31834a54a144e5866059ff680ef7ad|4
ESC Pocket Guidelines|2013 ESC Guidelines on diabetes, pre-diabetes and cardiovascular dis-eases|same sentence|0f31834a54a144e5866059ff680ef7ad|4
Adapted from the ESC Guidelines on diabetes, pre-diabets and cardiovascular dis-eases.|Eur Heart J 2013; 34(39): 3035-87.|adapted from|0f31834a54a144e5866059ff680ef7ad|4
Ryden L, Grant PJ, Anker SD, et al.|ESC Pocket Guidelines|authors of|0f31834a54a144e5866059ff680ef7ad|4
Nascimento BR, Brant LCC, Moraes DN, Ribeiro ALP.|Almanah 2014: Globalno zdravlje i kardiovaskularne bolesti.|authors of|0f31834a54a144e5866059ff680ef7ad|4
Cardiol Croat|10: 113-23.|cited in|0f31834a54a144e5866059ff680ef7ad|4
Perk J, De Backer G,|[8]|cite|0f31834a54a144e5866059ff680ef7ad|4
Perk J|De Backer G|co-authors|ab366119c7ff41f68708250eaaafe4b6|4
Gohlke H|EACPR|affiliation|ab366119c7ff41f68708250eaaafe4b6|4
ESC Committee for Practice Guidelines (CPG)|European Association for Cardiovascular Prevention & Rehabilitation (EACPR)|collaboration|ab366119c7ff41f68708250eaaafe4b6|4
Fifth Joint Task Force|European Society Cardiology|constituted by representatives of nine societies and invited experts|f2768417cfc149febc729fadfa2b3144|4
Fifth Joint Task Force|Other Societies on Cardiovascular Disease Prevention|constituted by representatives of nine societies and invited experts|f2768417cfc149febc729fadfa2b3144|4
Fifth Joint Task Force|Risk factor Detection and Modification|Task force focused on risk factor detection and modification in prevention of cardiovascular disease|f2768417cfc149febc729fadfa2b3144|4
Fifth Joint Task Force|Cardiology Reviews, 2018|Published a review article related to their work|f2768417cfc149febc729fadfa2b3144|4
Fifth Joint Task Force|Eur Heart J 2012|Referenced in Eur Heart J 2012|f2768417cfc149febc729fadfa2b3144|4
Camm AJ|Luscher TF|co-authors|7f45efdab2da478583eaac25b4831375|4
Camm AJ, Luscher TF, Serruys PW|The ESC Textbook of Cardiovascu-lar Medicine|edited by|7f45efdab2da478583eaac25b4831375|4
Luscher TF|Serruys PW|co-editors|7f45efdab2da478583eaac25b4831375|4
Camm AJ, Luscher TF, Serruys PW|Oxford: Blackwell, 2006|published by|7f45efdab2da478583eaac25b4831375|4
Pearson TA|Public policy approaches to the prevention of heart disease and stroke|author|7f45efdab2da478583eaac25b4831375|4
Circ.ahajournals.or/ content/124/23/2560|Online Referencing, http://circ.ahajournals.or/content/124/23/2560 (accessed 12 September 2016).|refers to|7f45efdab2da478583eaac25b4831375|4
Kotseva K|Global preventive policies. Strategies at European and worldwide level.|author|7f45efdab2da478583eaac25b4831375|4
Online Refrencing, http://www.revespcardiol.|http://www.revespcardiol.|refers to|7f45efdab2da478583eaac25b4831375|4
Online Refrencing|http://www.revespcardiol. org/eu/global-preventive-policies-strategies-at/articulo/13125894 (accessed 12 September 2016). [12]|citation|4d2eff17c0464b13b6a58d792f3b63fd|4
Online Refrencing|Piepoli MF, Hoes AW, Agewall S, et al. 2016 European Guidelines on cardiovascular disease prevention in clinical practice. The Sixth Joint Task Force of the European Society of Cardiology and Other Societies on Cardiovascular Disease Prevention in Clinical Practice (constituted by representatives of 10 societies and by invited experts). [13]|citation|4d2eff17c0464b13b6a58d792f3b63fd|4
Online Refrencing|Online|context term reference|4d2eff17c0464b13b6a58d792f3b63fd|4
Online Referencing|European Society of Cardiology (ESC) and European Atherosclerosis Society (EAS)|mentioned in the same sentence|f052ed06b4e74308980492f1e60b6633|4
The Task Force for the Management of Dyslipidaemias|European Society of Cardiology (ESC) and European Atherosclerosis Society (EAS)|mentioned in the same sentence|f052ed06b4e74308980492f1e60b6633|4
Developed with the special contribution|European Association for Cardiovascular|mentioned in the same sentence|f052ed06b4e74308980492f1e60b6633|4
EACPR|European Assoccia-tion for Cardiovascular Prevention&Rehabilitation|is|3483a6f0d7fd4641860b13decfae103c|4
Online referencing|http://eurheartj.oxfordjournals.org/September 16,2016|provides a reference to|3483a6f0d7fd4641860b13decfae103c|4
Accessed date|16 September 2016|was accessed on|3483a6f0d7fd4641860b13decfae103c|4
EURIKA study|Achivement of treatment goals for primary prevention of cardiovascular disease in clinical practice across Europe|is a study about|3483a6f0d7fd4641860b13decfae103c|4
Eur Heart J 2011|32: 2143-52|contains the EURIKA study|3483a6f0d7fd4641860b13decfae103c|4
Blood Pressure Lowering Treatment Trialists' Collaboration|Sund-strom J, Arima H|is a collaboration with|3483a6f0d7fd4641860b13decfae103c|4
Blood pressure-lowering treatment|Cardiovascular risk|is based on|ab99b56015cf454e9f4ac71bea523725|4
Meta-analysis of individual patient data|Blood pressure-lowering treatment|used to analyze|ab99b56015cf454e9f4ac71bea523725|4
Effects of blood pressure lowering on outcome incidence in hypertension|Cardiovascular risk|related to patients at different levels of|ab99b56015cf454e9f4ac71bea523725|4
3. Effects in patients at different levels of cardiovascular risk|Blood pressure lowering treatment|effects on|ab99b56015cf454e9f4ac71bea523725|4
Effects of blood pressure lowering|Outcome incidence in hypertension|relationship between the two concepts, node_1 and node_2 in one sentence|f27d55d6be3943fc9e2a09045a166840|4
Blood pressure lowering|Baseline blood pressure levels|relationship between the two concepts, node_1 and node_2 in one sentence|f27d55d6be3943fc9e2a09045a166840|4
Outcome incidence in hypertension|Achived blood pressure levels|relationship between the two concepts, node_1 and node_2 in one sentence|f27d55d6be3943fc9e2a09045a166840|4
Different baseline blood pressure levels|Achieved blood pressure levels|relationship between the two concepts, node_1 and node_2 in one sentence|f27d55d6be3943fc9e2a09045a166840|4
SCORE project|risk of fatal cardiovascular disease in Europe|The SCORE project is a study on risk of fatal cardiovascular disease in Europe.|35c9610aa44a45678418ea8b2a743c25|4
Eur Heart J 2003|SCORE project|The article from Eur Heart J 2003 provides information on the SCORE project.|35c9610aa44a45678418ea8b2a743c25|4
24: 97-1003|Eur Heart J 2003|The article is found in volume 24, pages 97-1003 of Eur Heart J.|35c9610aa44a45678418ea8b2a743c25|4
J Am Coll Cardiol 2009|Value and limitations of existing scores for the assessment of cardiovascular risk|The article from J Am Coll Cardiol 2009 discusses value and limitations of existing scores for cardiovascular risk.|35c9610aa44a45678418ea8b2a743c25|4
54(14): 1209-27|J Am Coll Cardiol 2009|The article is found in volume 54, issue 14, pages 1209-1227 of J Am Coll Cardiol.|35c9610aa44a45678418ea8b2a743c25|4
Multiple Risk Factor Intervention Trial (MRFIT)|Serum cholesterol, blood pressure, cigarette smoking and death from coronary heart disease|The MRFIT is a study on serum cholesterol, blood pressure, cigarette smoking and death from coronary heart disease.|35c9610aa44a45678418ea8b2a743c25|4
Neaton JD, Wenthworth D|Serum cholesterol, blood pressure, cigarette smoking and death from coronary heart disease|The authors of the study are Neaton JD and Wenthworth D.|35c9610aa44a45678418ea8b2a743c25|4
316 099 white men|Multiple Risk Factor Intervention Trial (MRFIT)|The MRFIT study includes data from 316,099 white men.|35c9610aa44a45678418ea8b2a743c25|4
Multiple Risk Factor Intervention Trial (MRFIT)|Research Gorup|is part of|dcab2942921f4ae18ae1b0ce92221969|4
Asia Pacific Cohort Study Collaboration (APCSC)|Circulation 2005; 112: 3384-90|is referenced in|dcab2942921f4ae18ae1b0ce92221969|4
Hunter DJ, Reddy KS|Noncommunicable diseases|authored|dcab2942921f4ae18ae1b0ce92221969|4
Volpe M, Calivieri C, Alonzo A|Modern cardiovascular risk management in clinical practice|authored|dcab2942921f4ae18ae1b0ce92221969|4
man-agement in clinical practice|Hypertension|Hypertension is a concept related to man-agement in clinical practice.|ef9fda4367b54029aee953b88f56d75b|4
man-agement in clinical practice|Hipertensión 2009; 26: 275-9|Hipertensión 2009; 26: 275-9 is a source related to man-agement in clinical practice.|ef9fda4367b54029aee953b88f56d75b|4
Yusuf S, Hawken S, Ounpun S, et al.|Effect of potentially modifiable risk factors associated with myocardial infarction in 52 countries (the INTERHEART study): Case-control study. Lancet 2004; 364: 937-52|Yusuf S, Hawken S, Ounpun S, et al. is a source related to the study on potentially modifiable risk factors.|ef9fda4367b54029aee953b88f56d75b|4
Kotseva K.|Global preventive polices. Strategies at European and worldwide level. Online Referencing, http://www.revespcardiol. org/eu/global-preventive-policies-strategies-at/articulo/13125894.|Kotseva K. is a source related to global preventive polices.|ef9fda4367b54029aee953b88f56d75b|4
Online Referencing|http://www.revespcardiol.org/eu/global-preventive-policies-strategies-at/articulo/13125894.|The Online Referencing is a source related to the website link for global preventive policies.|ef9fda4367b54029aee953b88f56d75b|4
Law MR|Morris JK|co-authors|4d04823bfccb475081870961b49bba24|4
Law MR|Wald NJ|co-authors|4d04823bfccb475081870961b49bba24|4
Niebauer J|Hambrecht R|co-authors|4d04823bfccb475081870961b49bba24|4
Niebauer J|Velich T|co-authors|4d04823bfccb475081870961b49bba24|4
Niebauer J|et al.|co-authors|4d04823bfccb475081870961b49bba24|4
Online Referencing|http://www.escardio.org/|website|409ea3a06a994d7782d470473eb9b415|4
Country of the month|denmark-country-of-the-month-full-report.pdf|document related to country|409ea3a06a994d7782d470473eb9b415|4
Jelaković B, Zeljković-Vrkić T, Pećin I|Arterial hypertension in Croatia. Results of EH-UH study|research article on arterial hypertension|409ea3a06a994d7782d470473eb9b415|4
EH-UH study|Jelaković B, Zeljković-Vrkić T, Pećin I|study by authors|409ea3a06a994d7782d470473eb9b415|4
Acta Med Croatica 2007; 61(3)|287-92|publication details of research article|409ea3a06a994d7782d470473eb9b415|4
Task Force for the management of arterial hypertension|European Society of Hypertension (ESH)|is part of|7bd3091896ba4c00b298358e49a79618|4
European Society of Cardiology (ESC)|Task Force for the management of arterial hypertension|is part of|7bd3091896ba4c00b298358e49a79618|4
Eur Heart J 2013; 34: 2159-219|Task Force for the management of arterial hypertension|is related to|7bd3091896ba4c00b298358e49a79618|4
American College of Cardiology/American Heart Association Task Force on Clinical Practice|2017 ACC/AHA/ AAPA/ABC/ACPM/AGS/AphA/ASH/ASPC/NMA guideline for the prevention, detection, evaluation, and management of high blood pressure in adults|is developed by|7bd3091896ba4c00b298358e49a79618|4
Heart Association Task Force on Clinical Practice Guidelines|J Am Coll Cardiol 2017|Published|6a5da3ee3a4d4c6c922d323de8000c95|4
